provincia_id,provincia_nombre,departamento_id,departamento_nombre,anio,mes_nombre,codigo_delito_sat_prop,nombre_delito_sat_prop,cantidad_hechos,cantidad_hechos_inc_conocido,cantidad_hechos_inc_desconocido,cantidad_hechos_lugar_via_publ,cantidad_hechos_lugar_establec,cantidad_hechos_lugar_dom_part,cantidad_hechos_lugar_sd,cantidad_hechos_arma_de_fuego,cantidad_hechos_arma_otra,cantidad_hechos_arma_sin_arma,cantidad_hechos_arma_sd,cantidad_hechos_origen_denuncia,cantidad_hechos_origen_intervenc,cantidad_hechos_origen_orden_jud,cantidad_hechos_origen_otro,cant_hechos_agrav_por_lesiones,cant_hechos_agrav_sin_lesiones,cantidad_inculpados,cantidad_inculpados_sexo_masc,cantidad_inculpados_sexo_fem,cantidad_inculpados_sexo_sd,cantidad_inculpados_edad_0_15,cantidad_inculpados_edad_16_17,cantidad_inculpados_edad_mas_18,cantidad_inculpados_edad_sd,trimestre,población total,ocupados con ingresos,poblacion_por_departamento,mes,cba-linea de indigencia,inversa del coeficiente de engel,cba-linea de pobreza,nivel general,alimentos y bebidas no alcohólicas,bebidas alcohólicas y tabaco,prendas de vestir y calzado,"vivienda, agua, electricidad y otros combustibles",equipamiento y mantenimiento del hogar,salud,transporte,comunicación,recreación y cultura,educación,restaurantes y hoteles,bienes y servicios varios,impuesto_total,impuesto ingresos brutos,convenio multilateral,impuesto de sellos,impuesto inmobiliario,mes_y,total_exportacion_usd,prod_pri_exportacion_usd,origen_agro,origen_ind,combustible_y_energia
94,Tierra del Fuego,94014,Ushuaia,2017,enero,1,Hurtos (excluir de automotores),33,13,20,15,7,9,2,0,0,33,0,28,5,0,0,0,0,13,11,2,0,1,1,11,0,1er trimestre,151966,60412,71689,1,1848.5,2.74,5064.89,102.56,100.95,101.19,100.91,110.32,101.07,104.73,102.48,101.66,100.96,106.99,102.27,102.48,519283888.0,71123083.0,158601571.0,21718644.0,22115.0,enero,15178131.38,9662298.44,2863581.81,2652251.13,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,enero,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,1,1848.5,2.74,5064.89,102.56,100.95,101.19,100.91,110.32,101.07,104.73,102.48,101.66,100.96,106.99,102.27,102.48,519283888.0,71123083.0,158601571.0,21718644.0,22115.0,enero,15178131.38,9662298.44,2863581.81,2652251.13,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,enero,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,1,1848.5,2.74,5064.89,102.56,100.95,101.19,100.91,110.32,101.07,104.73,102.48,101.66,100.96,106.99,102.27,102.48,519283888.0,71123083.0,158601571.0,21718644.0,22115.0,enero,15178131.38,9662298.44,2863581.81,2652251.13,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,enero,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,1,1848.5,2.74,5064.89,102.56,100.95,101.19,100.91,110.32,101.07,104.73,102.48,101.66,100.96,106.99,102.27,102.48,519283888.0,71123083.0,158601571.0,21718644.0,22115.0,enero,15178131.38,9662298.44,2863581.81,2652251.13,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,enero,3,Robos (excluir de automotores bancos y motocicletas),8,3,5,3,3,2,0,0,1,7,0,7,1,0,0,0,0,3,1,1,1,0,0,2,1,1er trimestre,151966,60412,71689,1,1848.5,2.74,5064.89,102.56,100.95,101.19,100.91,110.32,101.07,104.73,102.48,101.66,100.96,106.99,102.27,102.48,519283888.0,71123083.0,158601571.0,21718644.0,22115.0,enero,15178131.38,9662298.44,2863581.81,2652251.13,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,enero,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,1,1848.5,2.74,5064.89,102.56,100.95,101.19,100.91,110.32,101.07,104.73,102.48,101.66,100.96,106.99,102.27,102.48,519283888.0,71123083.0,158601571.0,21718644.0,22115.0,enero,15178131.38,9662298.44,2863581.81,2652251.13,0.0
94,Tierra del Fuego,94007,Río Grande,2017,febrero,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,88768,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,6574.99,0.0,0.0,6574.99,0.0
94,Tierra del Fuego,94007,Río Grande,2017,febrero,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,88768,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,6574.99,0.0,0.0,6574.99,0.0
94,Tierra del Fuego,94007,Río Grande,2017,febrero,1,Hurtos (excluir de automotores),53,13,40,7,8,36,2,0,0,53,0,40,13,0,0,0,0,14,11,3,0,0,0,14,0,1er trimestre,151966,60412,88768,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,6574.99,0.0,0.0,6574.99,0.0
94,Tierra del Fuego,94007,Río Grande,2017,febrero,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,88768,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,6574.99,0.0,0.0,6574.99,0.0
94,Tierra del Fuego,94007,Río Grande,2017,febrero,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,88768,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,6574.99,0.0,0.0,6574.99,0.0
94,Tierra del Fuego,94007,Río Grande,2017,febrero,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,88768,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,6574.99,0.0,0.0,6574.99,0.0
94,Tierra del Fuego,94007,Río Grande,2017,febrero,3,Robos (excluir de automotores bancos y motocicletas),63,7,56,8,6,48,1,0,0,63,0,47,16,0,0,0,0,7,7,0,0,0,3,4,0,1er trimestre,151966,60412,88768,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,6574.99,0.0,0.0,6574.99,0.0
94,Tierra del Fuego,94007,Río Grande,2017,febrero,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,88768,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,6574.99,0.0,0.0,6574.99,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,febrero,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,8573685.28,2921292.17,2756577.36,2895815.75,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,febrero,2,Hurto de automotores,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1er trimestre,151966,60412,71689,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,8573685.28,2921292.17,2756577.36,2895815.75,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,febrero,1,Hurtos (excluir de automotores),33,12,21,9,6,17,1,0,0,33,0,31,2,0,0,0,0,14,9,5,0,2,1,11,0,1er trimestre,151966,60412,71689,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,8573685.28,2921292.17,2756577.36,2895815.75,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,febrero,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,8573685.28,2921292.17,2756577.36,2895815.75,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,febrero,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,8573685.28,2921292.17,2756577.36,2895815.75,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,febrero,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,8573685.28,2921292.17,2756577.36,2895815.75,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,febrero,3,Robos (excluir de automotores bancos y motocicletas),6,2,4,2,2,2,0,0,0,6,0,5,1,0,0,0,0,2,1,1,0,0,0,2,0,1er trimestre,151966,60412,71689,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,8573685.28,2921292.17,2756577.36,2895815.75,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,febrero,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,2,1882.42,2.76,5195.48,104.28,102.25,105.36,102.38,112.02,101.28,107.01,104.41,105.74,102.53,106.69,105.67,104.28,467864648.0,57416525.0,144090087.0,17667071.0,223034.0,febrero,8573685.28,2921292.17,2756577.36,2895815.75,0.0
94,Tierra del Fuego,94007,Río Grande,2017,marzo,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,88768,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,386758.81,0.0,0.0,386758.81,0.0
94,Tierra del Fuego,94007,Río Grande,2017,marzo,2,Hurto de automotores,2,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,1er trimestre,151966,60412,88768,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,386758.81,0.0,0.0,386758.81,0.0
94,Tierra del Fuego,94007,Río Grande,2017,marzo,1,Hurtos (excluir de automotores),56,29,27,10,6,40,0,0,0,56,0,33,23,0,0,0,0,38,29,9,0,1,1,36,0,1er trimestre,151966,60412,88768,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,386758.81,0.0,0.0,386758.81,0.0
94,Tierra del Fuego,94007,Río Grande,2017,marzo,4,Robo de automotores,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,88768,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,386758.81,0.0,0.0,386758.81,0.0
94,Tierra del Fuego,94007,Río Grande,2017,marzo,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,88768,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,386758.81,0.0,0.0,386758.81,0.0
94,Tierra del Fuego,94007,Río Grande,2017,marzo,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,88768,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,386758.81,0.0,0.0,386758.81,0.0
94,Tierra del Fuego,94007,Río Grande,2017,marzo,3,Robos (excluir de automotores bancos y motocicletas),55,19,36,5,9,41,0,0,0,55,0,38,17,0,0,0,0,21,11,3,7,0,2,12,7,1er trimestre,151966,60412,88768,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,386758.81,0.0,0.0,386758.81,0.0
94,Tierra del Fuego,94007,Río Grande,2017,marzo,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,88768,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,386758.81,0.0,0.0,386758.81,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,marzo,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,19389940.0,13964301.68,2061646.59,3363991.73,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,marzo,2,Hurto de automotores,4,0,4,2,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,19389940.0,13964301.68,2061646.59,3363991.73,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,marzo,1,Hurtos (excluir de automotores),42,18,24,14,9,17,2,0,0,42,0,33,9,0,0,0,0,18,13,5,0,0,1,17,0,1er trimestre,151966,60412,71689,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,19389940.0,13964301.68,2061646.59,3363991.73,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,marzo,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,19389940.0,13964301.68,2061646.59,3363991.73,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,marzo,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,19389940.0,13964301.68,2061646.59,3363991.73,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,marzo,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,19389940.0,13964301.68,2061646.59,3363991.73,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,marzo,3,Robos (excluir de automotores bancos y motocicletas),13,7,6,5,0,8,0,0,0,13,0,10,3,0,0,0,0,7,6,1,0,0,1,6,0,1er trimestre,151966,60412,71689,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,19389940.0,13964301.68,2061646.59,3363991.73,0.0
94,Tierra del Fuego,94014,Ushuaia,2017,marzo,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1er trimestre,151966,60412,71689,3,1939.76,2.75,5334.34,106.52,103.98,106.56,104.79,115.37,102.31,108.73,106.31,107.84,105.03,123.32,105.46,106.4,482706552.0,69333643.0,145077379.0,17222376.0,149048.0,marzo,19389940.0,13964301.68,2061646.59,3363991.73,0.0
94,Tierra del Fuego,94007,Río Grande,2017,abril,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,88768,4,1975.67,2.78,5492.36,108.65,105.48,109.66,105.76,119.35,103.66,110.68,107.55,115.26,108.96,123.68,107.69,108.84,596500020.0,63108045.0,235841071.0,20348071.0,25087.0,abril,2079780.64,0.0,0.0,2079780.64,0.0
94,Tierra del Fuego,94007,Río Grande,2017,abril,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,88768,4,1975.67,2.78,5492.36,108.65,105.48,109.66,105.76,119.35,103.66,110.68,107.55,115.26,108.96,123.68,107.69,108.84,596500020.0,63108045.0,235841071.0,20348071.0,25087.0,abril,2079780.64,0.0,0.0,2079780.64,0.0
94,Tierra del Fuego,94007,Río Grande,2017,abril,1,Hurtos (excluir de automotores),70,10,60,12,14,44,0,0,0,70,0,46,24,0,0,0,0,10,7,3,0,0,0,10,0,2do trimestre,152940,62512,88768,4,1975.67,2.78,5492.36,108.65,105.48,109.66,105.76,119.35,103.66,110.68,107.55,115.26,108.96,123.68,107.69,108.84,596500020.0,63108045.0,235841071.0,20348071.0,25087.0,abril,2079780.64,0.0,0.0,2079780.64,0.0
94,Tierra del Fuego,94007,Río Grande,2017,abril,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,88768,4,1975.67,2.78,5492.36,108.65,105.48,109.66,105.76,119.35,103.66,110.68,107.55,115.26,108.96,123.68,107.69,108.84,596500020.0,63108045.0,235841071.0,20348071.0,25087.0,abril,2079780.64,0.0,0.0,2079780.64,0.0
94,Tierra del Fuego,94007,Río Grande,2017,abril,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,88768,4,1975.67,2.78,5492.36,108.65,105.48,109.66,105.76,119.35,103.66,110.68,107.55,115.26,108.96,123.68,107.69,108.84,596500020.0,63108045.0,235841071.0,20348071.0,25087.0,abril,2079780.64,0.0,0.0,2079780.64,0.0
